country,cause_of_death,lyl,cause/risk
Ghana,Substance use disorders,0.0268263,Cause
Ghana,Tobacco,0.42831992,Risk
Ghana,Transport injuries,0.462741902,Cause
Ghana,Unintentional injuries,0.434100098,Cause
Ghana,Unsafe sex,1.170031406,Risk
Ghana,"Unsafe water, sanitation, and handwashing",0.606578017,Risk
Global,Ambient ozone pollution,0.1,Risk
Global,Cardiovascular diseases,6.105,Cause
Global,Child and maternal malnutrition,1.3575,Risk
Global,Childhood sexual abuse and bullying,0.003,Cause
Global,Chronic respiratory diseases,0.9865,Cause
Global,Diabetes and kidney diseases,0.7415,Cause
Global,Dietary risks,1.7235,Risk
Global,Digestive diseases,0.619,Cause
Global,Drug use,0.1265,Risk
Global,Enteric infections,0.437,Cause
Global,HIV/AIDS and sexually transmitted infections,0.2815,Cause
Global,High LDL cholesterol,0.839,Risk
Global,High alcohol use,0.434,Cause
Global,High body-mass index,0.8635,Risk
Global,High fasting plasma glucose,1.2185,Risk
Global,High systolic blood pressure,2.7775,Risk
Global,Intimate partner violence,0.0215,Risk
Global,Kidney dysfunction,0.8295,Cause
Global,Low bone mineral density,0.099,Risk
Global,Low physical activity,0.1415,Risk
Global,Maternal and neonatal disorders,1.117,Cause
Global,Mental disorders,0,Cause
Global,Musculoskeletal disorders,0.0285,Cause
Global,Neglected tropical diseases and malaria,0.3545,Cause
Global,Neoplasms,2.457,Cause
Global,Neurological disorders,0.598,Cause
Global,Non-optimal temperature,0.425,Cause
Global,Nutritional deficiencies,0.071,Cause
Global,Occupational risks,0.349,Risk
Global,Other environmental risks,0.3455,Risk
Global,Other infectious diseases,0.2295,Cause
Global,Other non-communicable diseases,0.4485,Cause
Global,PM2.5 relative to WHO guideline,1.86,Risk
Global,Respiratory infections and tuberculosis,3.058,Cause
Global,Self-harm and interpersonal violence,0.4035,Cause
Global,Skin and subcutaneous diseases,0.0275,Cause
Global,Substance use disorders,0.083,Cause
Global,Tobacco,1.691,Risk
Global,Transport injuries,0.399,Cause
Global,Unintentional injuries,0.5205,Cause
Global,Unsafe sex,0.28,Risk
Global,"Unsafe water, sanitation, and handwashing",0.3915,Risk
Greece,Ambient ozone pollution,0.037093023,Risk
Greece,Cardiovascular diseases,6.010523254,Cause
Greece,Child and maternal malnutrition,0.124248062,Risk
Greece,Childhood sexual abuse and bullying,5.16E-04,Cause
Greece,Chronic respiratory diseases,0.461178295,Cause
Greece,Diabetes and kidney diseases,0.757926356,Cause
Greece,Dietary risks,1.391453489,Risk
Greece,Digestive diseases,0.414589147,Cause
Greece,Drug use,0.1055,Risk
Greece,Enteric infections,0.006453488,Cause
Greece,HIV/AIDS and sexually transmitted infections,0.006093023,Cause
Greece,High LDL cholesterol,0.886050388,Risk
Greece,High alcohol use,0.335003877,Cause
Greece,High body-mass index,1.116108527,Risk
Greece,High fasting plasma glucose,1.083577519,Risk
Greece,High systolic blood pressure,2.388046511,Risk
Greece,Intimate partner violence,0.002906977,Risk
Greece,Kidney dysfunction,1.060604651,Cause
Greece,Low bone mineral density,0.073670543,Risk
Greece,Low physical activity,0.123418604,Risk
Greece,Maternal and neonatal disorders,0.137217054,Cause
Greece,Mental disorders,4.84E-04,Cause
Greece,Musculoskeletal disorders,0.018205426,Cause
Greece,Neglected tropical diseases and malaria,0.003031008,Cause
Greece,Neoplasms,4.411170547,Cause
Greece,Neurological disorders,0.976077518,Cause
Greece,Non-optimal temperature,0.467596899,Cause
Greece,Nutritional deficiencies,0.001484496,Cause
Greece,Occupational risks,0.201589148,Risk
Greece,Other environmental risks,0.332139535,Risk
Greece,Other infectious diseases,0.026577519,Cause
Greece,Other non-communicable diseases,0.256957364,Cause
Greece,PM2.5 relative to WHO guideline,0.6,Risk
Greece,Respiratory infections and tuberculosis,2.274829459,Cause
Greece,Self-harm and interpersonal violence,0.133294574,Cause
Greece,Skin and subcutaneous diseases,0.005937984,Cause
Greece,Substance use disorders,0.081643411,Cause
Greece,Tobacco,2.322077525,Risk
Greece,Transport injuries,0.258806202,Cause
Greece,Unintentional injuries,0.321728683,Cause
Greece,Unsafe sex,0.044728682,Risk
Greece,"Unsafe water, sanitation, and handwashing",0.008484496,Risk
Grenada,Ambient ozone pollution,0.001509804,Risk
Grenada,Cardiovascular diseases,4.867803928,Cause
Grenada,Child and maternal malnutrition,0.499882353,Risk
Grenada,Childhood sexual abuse and bullying,0.003039216,Cause
Grenada,Chronic respiratory diseases,0.285313725,Cause
Grenada,Diabetes and kidney diseases,2.393705886,Cause
Grenada,Dietary risks,1.693803923,Risk
Grenada,Digestive diseases,0.514529409,Cause
Grenada,Drug use,0.06117647,Risk
Grenada,Enteric infections,0.020509804,Cause
Grenada,HIV/AIDS and sexually transmitted infections,0.113098039,Cause
Grenada,High LDL cholesterol,0.587705882,Risk
Grenada,High alcohol use,0.48131372,Cause
Grenada,High body-mass index,1.761843144,Risk
Grenada,High fasting plasma glucose,2.715725496,Risk
Grenada,High systolic blood pressure,2.506666668,Risk
Grenada,Intimate partner violence,0.012745098,Risk
Grenada,Kidney dysfunction,1.289274509,Cause
Grenada,Low bone mineral density,0.052686274,Risk
Grenada,Low physical activity,0.187568629,Risk
Grenada,Maternal and neonatal disorders,0.524,Cause
Grenada,Mental disorders,0,Cause
Grenada,Musculoskeletal disorders,0.040843138,Cause
Grenada,Neglected tropical diseases and malaria,0.005019608,Cause
Grenada,Neoplasms,3.001960784,Cause
Grenada,Neurological disorders,0.332078433,Cause
Grenada,Non-optimal temperature,0.030568627,Cause
Grenada,Nutritional deficiencies,0.061313725,Cause
Grenada,Occupational risks,0.104980391,Risk
Grenada,Other environmental risks,0.360607843,Risk
Grenada,Other infectious diseases,0.050686274,Cause
Grenada,Other non-communicable diseases,0.542019609,Cause
Grenada,PM2.5 relative to WHO guideline,0,Risk
Grenada,Respiratory infections and tuberculosis,5.079529406,Cause
Grenada,Self-harm and interpersonal violence,0.202235292,Cause
Grenada,Skin and subcutaneous diseases,0.189274511,Cause
Grenada,Substance use disorders,0.065411764,Cause
Grenada,Tobacco,0.557058819,Risk
Grenada,Transport injuries,0.191176469,Cause
Grenada,Unintentional injuries,0.50678431,Cause
Grenada,Unsafe sex,0.257137258,Risk
Grenada,"Unsafe water, sanitation, and handwashing",0.052352941,Risk
Guatemala,Ambient ozone pollution,0.008490436,Risk
Guatemala,Cardiovascular diseases,2.912255022,Cause
Guatemala,Child and maternal malnutrition,0.926822463,Risk
Guatemala,Childhood sexual abuse and bullying,0.012172143,Cause
Guatemala,Chronic respiratory diseases,0.365387935,Cause
Guatemala,Diabetes and kidney diseases,2.211055412,Cause
Guatemala,Dietary risks,1.268118684,Risk
Guatemala,Digestive diseases,1.300647871,Cause
Guatemala,Drug use,0.171919571,Risk
Guatemala,Enteric infections,0.406636586,Cause
Guatemala,HIV/AIDS and sexually transmitted infections,0.099401668,Cause
Guatemala,High LDL cholesterol,0.479088769,Risk
Guatemala,High alcohol use,0.724194712,Cause
Guatemala,High body-mass index,1.4890868,Risk
Guatemala,High fasting plasma glucose,2.065730252,Risk
Guatemala,High systolic blood pressure,1.525849432,Risk
Guatemala,Intimate partner violence,0.00833742,Risk
Guatemala,Kidney dysfunction,1.326341342,Cause
Guatemala,Low bone mineral density,0.066892104,Risk
Guatemala,Low physical activity,0.069744482,Risk
Guatemala,Maternal and neonatal disorders,0.609101029,Cause
Guatemala,Mental disorders,0,Cause
Guatemala,Musculoskeletal disorders,0.027184404,Cause
Guatemala,Neglected tropical diseases and malaria,0.022980873,Cause
Guatemala,Neoplasms,1.797599308,Cause
Guatemala,Neurological disorders,0.385883765,Cause
Guatemala,Non-optimal temperature,0.197801863,Cause
Guatemala,Nutritional deficiencies,0.180693967,Cause
Guatemala,Occupational risks,0.238684652,Risk
Guatemala,Other environmental risks,0.39982099,Risk
Guatemala,Other infectious diseases,0.052076508,Cause
Guatemala,Other non-communicable diseases,0.460394801,Cause
Guatemala,PM2.5 relative to WHO guideline,2.1,Risk
Guatemala,Respiratory infections and tuberculosis,7.206962259,Cause
Guatemala,Self-harm and interpersonal violence,0.788448758,Cause
Guatemala,Skin and subcutaneous diseases,0.035904365,Cause
Guatemala,Substance use disorders,0.263373226,Cause
Guatemala,Tobacco,0.499665525,Risk
Guatemala,Transport injuries,0.422585096,Cause
Guatemala,Unintentional injuries,0.585687597,Cause
Guatemala,Unsafe sex,0.254697889,Risk
Guatemala,"Unsafe water, sanitation, and handwashing",0.393184404,Risk
Guinea-Bissau,Ambient ozone pollution,0.022510044,Risk
Guinea-Bissau,Cardiovascular diseases,5.234911804,Cause
Guinea-Bissau,Child and maternal malnutrition,1.892206272,Risk
Guinea-Bissau,Childhood sexual abuse and bullying,0.002530132,Cause
Guinea-Bissau,Chronic respiratory diseases,0.478489956,Cause
Guinea-Bissau,Diabetes and kidney diseases,0.878674179,Cause
Guinea-Bissau,Dietary risks,1.58566095,Risk
Guinea-Bissau,Digestive diseases,0.950033318,Cause
Guinea-Bissau,Drug use,0.074972073,Risk
Guinea-Bissau,Enteric infections,0.684537971,Cause
Guinea-Bissau,HIV/AIDS and sexually transmitted infections,1.705731995,Cause
Guinea-Bissau,High LDL cholesterol,0.507228809,Risk
Guinea-Bissau,High alcohol use,0.569395886,Cause
Guinea-Bissau,High body-mass index,0.785628612,Risk
Guinea-Bissau,High fasting plasma glucose,1.043034786,Risk
Guinea-Bissau,High systolic blood pressure,2.717135715,Risk
Guinea-Bissau,Intimate partner violence,0.076433121,Risk
Guinea-Bissau,Kidney dysfunction,0.785188633,Cause
Guinea-Bissau,Low bone mineral density,0.076510044,Risk
Guinea-Bissau,Low physical activity,0.076417442,Risk
Guinea-Bissau,Maternal and neonatal disorders,1.687281235,Cause
Guinea-Bissau,Mental disorders,0,Cause
Guinea-Bissau,Musculoskeletal disorders,0.013718765,Cause
Guinea-Bissau,Neglected tropical diseases and malaria,0.704168545,Cause
Guinea-Bissau,Neoplasms,1.302821655,Cause
Guinea-Bissau,Neurological disorders,0.227578148,Cause
Guinea-Bissau,Non-optimal temperature,0.196072514,Cause
Guinea-Bissau,Nutritional deficiencies,0.073268986,Cause
Guinea-Bissau,Occupational risks,0.135145027,Risk
Guinea-Bissau,Other environmental risks,0.366188633,Risk
Guinea-Bissau,Other infectious diseases,0.753510044,Cause
Guinea-Bissau,Other non-communicable diseases,0.57366193,Cause
Guinea-Bissau,PM2.5 relative to WHO guideline,0.29,Risk
Guinea-Bissau,Respiratory infections and tuberculosis,6.573295937,Cause
Guinea-Bissau,Self-harm and interpersonal violence,0.440306713,Cause
Guinea-Bissau,Skin and subcutaneous diseases,0.003020088,Cause
Guinea-Bissau,Substance use disorders,0.028871632,Cause
Guinea-Bissau,Tobacco,0.469022049,Risk
Guinea-Bissau,Transport injuries,0.659700638,Cause
Guinea-Bissau,Unintentional injuries,0.614214111,Cause
Guinea-Bissau,Unsafe sex,1.638420872,Risk
Guinea-Bissau,"Unsafe water, sanitation, and handwashing",0.863578148,Risk
Guinea,Ambient ozone pollution,0.023022005,Risk
Guinea,Cardiovascular diseases,4.05576774,Cause
Guinea,Child and maternal malnutrition,2.363528113,Risk
Guinea,Childhood sexual abuse and bullying,0.002022005,Cause
Guinea,Chronic respiratory diseases,0.424022005,Cause
Guinea,Diabetes and kidney diseases,0.740877752,Cause
Guinea,Dietary risks,0.958897313,Risk
Guinea,Digestive diseases,0.770750609,Cause
Guinea,Drug use,0.037176039,Risk
Guinea,Enteric infections,0.957936429,Cause
Guinea,HIV/AIDS and sexually transmitted infections,0.71822983,Cause
Guinea,High LDL cholesterol,0.414845966,Risk
Guinea,High alcohol use,0.238119801,Cause
Guinea,High body-mass index,0.586334968,Risk
Guinea,High fasting plasma glucose,0.820689489,Risk
Guinea,High systolic blood pressure,1.978748174,Risk
Guinea,Intimate partner violence,0.046454769,Risk
Guinea,Kidney dysfunction,0.641400978,Cause
Guinea,Low bone mineral density,0.072577017,Risk
Guinea,Low physical activity,0.036581907,Risk
Guinea,Maternal and neonatal disorders,1.734951104,Cause
Guinea,Mental disorders,0,Cause
Guinea,Musculoskeletal disorders,0.010779951,Cause
Guinea,Neglected tropical diseases and malaria,2.005819071,Cause
Guinea,Neoplasms,1.167875309,Cause
Guinea,Neurological disorders,0.23913692,Cause
Guinea,Non-optimal temperature,0.108110024,Cause
Guinea,Nutritional deficiencies,0.160533007,Cause
Guinea,Occupational risks,0.187381416,Risk
Guinea,Other environmental risks,0.339691932,Risk
Guinea,Other infectious diseases,0.756312959,Cause
Guinea,Other non-communicable diseases,0.692530564,Cause
Guinea,PM2.5 relative to WHO guideline,0.43,Risk
Guinea,Respiratory infections and tuberculosis,6.238797036,Cause
Guinea,Self-harm and interpersonal violence,0.281596575,Cause
Guinea,Skin and subcutaneous diseases,0.003022005,Cause
Guinea,Substance use disorders,0.021330073,Cause
Guinea,Tobacco,0.551095349,Risk
Guinea,Transport injuries,0.396882638,Cause
Guinea,Unintentional injuries,0.596124691,Cause
Guinea,Unsafe sex,0.777410763,Risk
Guinea,"Unsafe water, sanitation, and handwashing",0.98067237,Risk
Guyana,Ambient ozone pollution,0,Risk
Guyana,Cardiovascular diseases,4.911553277,Cause
Guyana,Child and maternal malnutrition,0.936126164,Risk
Guyana,Childhood sexual abuse and bullying,0.002527246,Cause
Guyana,Chronic respiratory diseases,0.219072164,Cause
Guyana,Diabetes and kidney diseases,1.72415072,Cause
Guyana,Dietary risks,1.596000983,Risk
Guyana,Digestive diseases,0.751304853,Cause
Guyana,Drug use,0.096908197,Risk
Guyana,Enteric infections,0.130836525,Cause
Guyana,HIV/AIDS and sexually transmitted infections,0.511653902,Cause
Guyana,High LDL cholesterol,0.655272459,Risk
Guyana,High alcohol use,0.6622641,Cause
Guyana,High body-mass index,1.662023573,Risk
Guyana,High fasting plasma glucose,2.225297015,Risk
Guyana,High systolic blood pressure,2.60344036,Risk
Guyana,Intimate partner violence,0.060873836,Risk
Guyana,Kidney dysfunction,0.998674033,Cause
Guyana,Low bone mineral density,0.052690721,Risk
Guyana,Low physical activity,0.152001475,Risk
Guyana,Maternal and neonatal disorders,0.890236131,Cause
Guyana,Mental disorders,0,Cause
Guyana,Musculoskeletal disorders,0.018236623,Cause
Guyana,Neglected tropical diseases and malaria,0.183163967,Cause
Guyana,Neoplasms,1.456568983,Cause
Guyana,Neurological disorders,0.233654885,Cause
Guyana,Non-optimal temperature,0.038217967,Cause
Guyana,Nutritional deficiencies,0.108927344,Cause
Guyana,Occupational risks,0.076835541,Risk
Guyana,Other environmental risks,0.404054492,Risk
Guyana,Other infectious diseases,0.079490426,Cause
Guyana,Other non-communicable diseases,0.532946,Cause
Guyana,PM2.5 relative to WHO guideline,0.27,Risk
Guyana,Respiratory infections and tuberculosis,4.32922138,Cause
Guyana,Self-harm and interpersonal violence,1.077843379,Cause
Guyana,Skin and subcutaneous diseases,0.021381934,Cause
Guyana,Substance use disorders,0.041399607,Cause
Guyana,Tobacco,0.580668132,Risk
Guyana,Transport injuries,0.365304853,Cause
Guyana,Unintentional injuries,0.552486493,Cause
Guyana,Unsafe sex,0.45514777,Risk
Guyana,"Unsafe water, sanitation, and handwashing",0.151891016,Risk
Haiti,Ambient ozone pollution,0.016059113,Risk
Haiti,Cardiovascular diseases,7.31310839,Cause
Haiti,Child and maternal malnutrition,2.060280787,Risk
Haiti,Childhood sexual abuse and bullying,0.011625616,Cause
Haiti,Chronic respiratory diseases,0.581374383,Cause
Haiti,Diabetes and kidney diseases,1.30228572,Cause
Haiti,Dietary risks,2.098344831,Risk
Haiti,Digestive diseases,0.867842362,Cause
Haiti,Drug use,0.107605911,Risk
Haiti,Enteric infections,0.739059112,Cause
Haiti,HIV/AIDS and sexually transmitted infections,0.931995075,Cause
Haiti,High LDL cholesterol,0.863694582,Risk
Haiti,High alcohol use,0.607330044,Cause
Haiti,High body-mass index,0.79662562,Risk
Haiti,High fasting plasma glucose,1.803428578,Risk
Haiti,High systolic blood pressure,3.321315278,Risk
Haiti,Intimate partner violence,0.089162563,Risk
Haiti,Kidney dysfunction,0.810118226,Cause
Haiti,Low bone mineral density,0.05475862,Risk
Haiti,Low physical activity,0.155536947,Risk
Haiti,Maternal and neonatal disorders,1.402862071,Cause
Haiti,Mental disorders,0,Cause
Haiti,Musculoskeletal disorders,0.037586207,Cause
Haiti,Neglected tropical diseases and malaria,0.135507389,Cause
Haiti,Neoplasms,1.917827588,Cause
Haiti,Neurological disorders,0.247310345,Cause
Haiti,Non-optimal temperature,0.066551724,Cause
Haiti,Nutritional deficiencies,0.143551724,Cause
Haiti,Occupational risks,0.186596058,Risk
Haiti,Other environmental risks,0.652029557,Risk
