country,cause_of_death,lyl
Germany,Non-optimal temperature,0.545493921
Germany,Nutritional deficiencies,0.009892944
Germany,Occupational risks,0.302250604
Germany,Other environmental risks,0.09570073
Germany,Other infectious diseases,0.025946472
Germany,Other non-communicable diseases,0.305063261
Germany,Respiratory infections and tuberculosis,0.329875913
Germany,Self-harm and interpersonal violence,0.309885642
Germany,Skin and subcutaneous diseases,0.029218978
Germany,Substance use disorders,0.184462285
Germany,Tobacco,2.262391716
Germany,Transport injuries,0.152279804
Germany,Unintentional injuries,0.338384429
Germany,Unsafe sex,0.059768858
Germany,"Unsafe water, sanitation, and handwashing",0.005973236
Ghana,Alcohol use,0.827889103
Ghana,Ambient ozone pollution,0.02469578
Ghana,PM2.5 relative to WHO guideline,0.8
Ghana,Cardiovascular diseases,4.484023562
Ghana,Child and maternal malnutrition,1.6096526
Ghana,Childhood sexual abuse and bullying,0.003546614
Ghana,Chronic respiratory diseases,0.469188419
Ghana,Diabetes and kidney diseases,0.896757606
Ghana,Dietary risks,1.184618255
Ghana,Digestive diseases,0.831139351
Ghana,Drug use,0.048981354
Ghana,Enteric infections,0.67226104
Ghana,HIV/AIDS and sexually transmitted infections,1.255393525
Ghana,High LDL cholesterol,0.713662415
Ghana,High body-mass index,1.556603535
Ghana,High fasting plasma glucose,1.573022572
Ghana,High systolic blood pressure,2.633255158
Ghana,Household air pollution from solid fuels,0.913023553
Ghana,Intimate partner violence,0.148675173
Ghana,Kidney dysfunction,0.608389598
Ghana,Low bone mineral density,0.069037291
Ghana,Low physical activity,0.100987243
Ghana,Maternal and neonatal disorders,1.398614328
Ghana,Mental disorders,0
Ghana,Musculoskeletal disorders,0.009888126
Ghana,Neglected tropical diseases and malaria,1.838118744
Ghana,Neoplasms,1.576196272
Ghana,Neurological disorders,0.254918548
Ghana,Non-optimal temperature,0.207186457
Ghana,Nutritional deficiencies,0.157005888
Ghana,Occupational risks,0.132684004
Ghana,Other environmental risks,0.074925417
Ghana,Other infectious diseases,0.461490677
Ghana,Other non-communicable diseases,0.526385672
Ghana,Respiratory infections and tuberculosis,2.278451418
Ghana,Self-harm and interpersonal violence,0.221890087
Ghana,Skin and subcutaneous diseases,0.023018646
Ghana,Substance use disorders,0.022807654
Ghana,Tobacco,0.534369969
Ghana,Transport injuries,0.486680077
Ghana,Unintentional injuries,0.400795878
Ghana,Unsafe sex,1.236273801
Ghana,"Unsafe water, sanitation, and handwashing",0.793814524
Global,Alcohol use,0.630777079
Global,Ambient ozone pollution,0.078600291
Global,PM2.5 relative to WHO guideline,2.3
Global,Cardiovascular diseases,6.169470613
Global,Child and maternal malnutrition,1.571716367
Global,Childhood sexual abuse and bullying,0.004571637
Global,Chronic respiratory diseases,0.932545896
Global,Diabetes and kidney diseases,0.728366682
Global,Dietary risks,2.023322487
Global,Digestive diseases,0.661550268
Global,Drug use,0.138490044
Global,Enteric infections,0.635481301
Global,HIV/AIDS and sexually transmitted infections,0.345312287
Global,High LDL cholesterol,1.083143273
Global,High body-mass index,1.252790674
Global,High fasting plasma glucose,1.604795046
Global,High systolic blood pressure,2.917641572
Global,Household air pollution from solid fuels,0.695197669
Global,Intimate partner violence,0.029626032
Global,Kidney dysfunction,0.758454104
Global,Low bone mineral density,0.099199126
Global,Low physical activity,0.183796503
Global,Maternal and neonatal disorders,1.108914036
Global,Mental disorders,0
Global,Musculoskeletal disorders,0.029598834
Global,Neglected tropical diseases and malaria,0.321742108
Global,Neoplasms,2.654525984
Global,Neurological disorders,0.523759105
Global,Non-optimal temperature,0.460226323
Global,Nutritional deficiencies,0.091084507
Global,Occupational risks,0.300955805
Global,Other environmental risks,0.220031569
Global,Other infectious diseases,0.314856727
Global,Other non-communicable diseases,0.456313744
Global,Respiratory infections and tuberculosis,1.156088878
Global,Self-harm and interpersonal violence,0.411299661
Global,Skin and subcutaneous diseases,0.024371054
Global,Substance use disorders,0.086803789
Global,Tobacco,2.219544447
Global,Transport injuries,0.416987374
Global,Unintentional injuries,0.532464304
Global,Unsafe sex,0.310276347
Global,"Unsafe water, sanitation, and handwashing",0.591966974
Greece,Alcohol use,0.494856591
Greece,Ambient ozone pollution,0.039577519
Greece,PM2.5 relative to WHO guideline,0.7
Greece,Cardiovascular diseases,8.012507746
Greece,Child and maternal malnutrition,0.126465116
Greece,Childhood sexual abuse and bullying,5.16E-04
Greece,Chronic respiratory diseases,0.532147287
Greece,Diabetes and kidney diseases,0.522317829
Greece,Dietary risks,1.989980621
Greece,Digestive diseases,0.399085271
Greece,Drug use,0.087189923
Greece,Enteric infections,0.004484496
Greece,HIV/AIDS and sexually transmitted infections,0.006577519
Greece,High LDL cholesterol,1.408007752
Greece,High body-mass index,1.372666666
Greece,High fasting plasma glucose,1.506042636
Greece,High systolic blood pressure,3.082038758
Greece,Household air pollution from solid fuels,0.004
Greece,Intimate partner violence,0.003875969
Greece,Kidney dysfunction,0.832127907
Greece,Low bone mineral density,0.05427907
Greece,Low physical activity,0.200468992
Greece,Maternal and neonatal disorders,0.130949612
Greece,Mental disorders,4.84E-04
Greece,Musculoskeletal disorders,0.01429845
Greece,Neglected tropical diseases and malaria,0.002515504
Greece,Neoplasms,4.430158919
Greece,Neurological disorders,0.76398062
Greece,Non-optimal temperature,0.590213178
Greece,Nutritional deficiencies,0.001
Greece,Occupational risks,0.212166667
Greece,Other environmental risks,0.18705814
Greece,Other infectious diseases,0.022093023
Greece,Other non-communicable diseases,0.232267442
Greece,Respiratory infections and tuberculosis,0.51546124
Greece,Self-harm and interpersonal violence,0.139418605
Greece,Skin and subcutaneous diseases,0.005937984
Greece,Substance use disorders,0.069395349
Greece,Tobacco,3.398108534
Greece,Transport injuries,0.359922482
Greece,Unintentional injuries,0.264151163
Greece,Unsafe sex,0.047635659
Greece,"Unsafe water, sanitation, and handwashing",0.005484496
Grenada,Alcohol use,0.712810879
Grenada,Ambient ozone pollution,0.002
Grenada,PM2.5 relative to WHO guideline,0
Grenada,Cardiovascular diseases,5.223467415
Grenada,Child and maternal malnutrition,0.594542381
Grenada,Childhood sexual abuse and bullying,0.004060265
Grenada,Chronic respiratory diseases,0.27944194
Grenada,Diabetes and kidney diseases,2.009198921
Grenada,Dietary risks,1.519638412
Grenada,Digestive diseases,0.569603626
Grenada,Drug use,0.039992161
Grenada,Enteric infections,0.029429691
Grenada,HIV/AIDS and sexually transmitted infections,0.118803528
Grenada,High LDL cholesterol,0.761048016
Grenada,High body-mass index,2.029502693
Grenada,High fasting plasma glucose,2.971020576
Grenada,High systolic blood pressure,2.703813816
Grenada,Household air pollution from solid fuels,0.03632925
Grenada,Intimate partner violence,0.019598236
Grenada,Kidney dysfunction,1.192281235
Grenada,Low bone mineral density,0.054281235
Grenada,Low physical activity,0.314561489
Grenada,Maternal and neonatal disorders,0.576710926
Grenada,Mental disorders,0
Grenada,Musculoskeletal disorders,0.046706516
Grenada,Neglected tropical diseases and malaria,0.007469868
Grenada,Neoplasms,3.219916218
Grenada,Neurological disorders,0.391413033
Grenada,Non-optimal temperature,0.073
Grenada,Nutritional deficiencies,0.044630573
Grenada,Occupational risks,0.100092602
Grenada,Other environmental risks,0.182710926
Grenada,Other infectious diseases,0.055241058
Grenada,Other non-communicable diseases,0.524015678
Grenada,Respiratory infections and tuberculosis,0.816288094
Grenada,Self-harm and interpersonal violence,0.25034248
Grenada,Skin and subcutaneous diseases,0.160686428
Grenada,Substance use disorders,0.085715336
Grenada,Tobacco,0.942922588
Grenada,Transport injuries,0.245282215
Grenada,Unintentional injuries,0.537391476
Grenada,Unsafe sex,0.270946594
Grenada,"Unsafe water, sanitation, and handwashing",0.083248898
Guatemala,Alcohol use,0.996008828
Guatemala,Ambient ozone pollution,0.007490677
Guatemala,PM2.5 relative to WHO guideline,2.4
Guatemala,Cardiovascular diseases,3.024505399
Guatemala,Child and maternal malnutrition,1.11608734
Guatemala,Childhood sexual abuse and bullying,0.031994112
Guatemala,Chronic respiratory diseases,0.384894014
Guatemala,Diabetes and kidney diseases,2.228585871
Guatemala,Dietary risks,1.315614328
Guatemala,Digestive diseases,1.456425906
Guatemala,Drug use,0.080745829
Guatemala,Enteric infections,0.47873896
Guatemala,HIV/AIDS and sexually transmitted infections,0.111161923
Guatemala,High LDL cholesterol,0.655366045
Guatemala,High body-mass index,1.416492642
Guatemala,High fasting plasma glucose,2.630572132
Guatemala,High systolic blood pressure,1.976631012
Guatemala,Household air pollution from solid fuels,0.866954859
Guatemala,Intimate partner violence,0.008832188
Guatemala,Kidney dysfunction,1.378582925
Guatemala,Low bone mineral density,0.090410206
Guatemala,Low physical activity,0.025794897
Guatemala,Maternal and neonatal disorders,0.573024534
Guatemala,Mental disorders,0
Guatemala,Musculoskeletal disorders,0.033155054
Guatemala,Neglected tropical diseases and malaria,0.014527969
Guatemala,Neoplasms,2.168635919
Guatemala,Neurological disorders,0.441222768
Guatemala,Non-optimal temperature,0.206589794
Guatemala,Nutritional deficiencies,0.283875368
Guatemala,Occupational risks,0.246809616
Guatemala,Other environmental risks,0.318913641
Guatemala,Other infectious diseases,0.08113052
Guatemala,Other non-communicable diseases,0.37773896
Guatemala,Respiratory infections and tuberculosis,1.723807654
Guatemala,Self-harm and interpersonal violence,1.1155682
Guatemala,Skin and subcutaneous diseases,0.03443474
Guatemala,Substance use disorders,0.334263983
Guatemala,Tobacco,0.765730126
Guatemala,Transport injuries,0.475158978
Guatemala,Unintentional injuries,0.777383707
Guatemala,Unsafe sex,0.29977429
Guatemala,"Unsafe water, sanitation, and handwashing",0.517266928
Guinea-Bissau,Alcohol use,0.778188145
Guinea-Bissau,Ambient ozone pollution,0.017040176
Guinea-Bissau,PM2.5 relative to WHO guideline,0.3
Guinea-Bissau,Cardiovascular diseases,3.728810875
Guinea-Bissau,Child and maternal malnutrition,2.690274376
Guinea-Bissau,Childhood sexual abuse and bullying,0.00355022
Guinea-Bissau,Chronic respiratory diseases,0.499951984
Guinea-Bissau,Diabetes and kidney diseases,0.825151886
Guinea-Bissau,Dietary risks,1.294212151
Guinea-Bissau,Digestive diseases,0.975194023
Guinea-Bissau,Drug use,0.052771191
Guinea-Bissau,Enteric infections,1.461043606
Guinea-Bissau,HIV/AIDS and sexually transmitted infections,1.425197453
Guinea-Bissau,High LDL cholesterol,0.549156296
Guinea-Bissau,High body-mass index,0.889234688
Guinea-Bissau,High fasting plasma glucose,1.240841743
Guinea-Bissau,High systolic blood pressure,2.299559528
Guinea-Bissau,Household air pollution from solid fuels,2.144031357
Guinea-Bissau,Intimate partner violence,0.102890739
Guinea-Bissau,Kidney dysfunction,0.571967663
Guinea-Bissau,Low bone mineral density,0.062040176
Guinea-Bissau,Low physical activity,0.070678589
Guinea-Bissau,Maternal and neonatal disorders,1.712642822
Guinea-Bissau,Mental disorders,0
Guinea-Bissau,Musculoskeletal disorders,0.011369427
Guinea-Bissau,Neglected tropical diseases and malaria,0.765208721
Guinea-Bissau,Neoplasms,1.352492405
Guinea-Bissau,Neurological disorders,0.218048016
Guinea-Bissau,Non-optimal temperature,0.192630573
Guinea-Bissau,Nutritional deficiencies,0.113349339
Guinea-Bissau,Occupational risks,0.138044586
Guinea-Bissau,Other environmental risks,0.152140617
Guinea-Bissau,Other infectious diseases,1.14477903
Guinea-Bissau,Other non-communicable diseases,0.630956394
Guinea-Bissau,Respiratory infections and tuberculosis,2.441624695
Guinea-Bissau,Self-harm and interpersonal violence,0.418945126
Guinea-Bissau,Skin and subcutaneous diseases,0.020959824
Guinea-Bissau,Substance use disorders,0.023281235
Guinea-Bissau,Tobacco,0.572692799
Guinea-Bissau,Transport injuries,0.568206272
Guinea-Bissau,Unintentional injuries,0.500591377
Guinea-Bissau,Unsafe sex,1.383536991
Guinea-Bissau,"Unsafe water, sanitation, and handwashing",1.663473297
Guinea,Alcohol use,0.379144249
Guinea,Ambient ozone pollution,0.019555012
Guinea,PM2.5 relative to WHO guideline,0.6
Guinea,Cardiovascular diseases,3.416638154
Guinea,Child and maternal malnutrition,2.808002443
Guinea,Childhood sexual abuse and bullying,0.00304401
Guinea,Chronic respiratory diseases,0.512308068
Guinea,Diabetes and kidney diseases,0.75346455
Guinea,Dietary risks,0.964349635
Guinea,Digestive diseases,0.770075791
Guinea,Drug use,0.036066015
Guinea,Enteric infections,1.370699265
Guinea,HIV/AIDS and sexually transmitted infections,0.933694379
Guinea,High LDL cholesterol,0.456053791
Guinea,High body-mass index,0.84231052
Guinea,High fasting plasma glucose,1.061435211
Guinea,High systolic blood pressure,1.918936437
Guinea,Household air pollution from solid fuels,2.416393645
Guinea,Intimate partner violence,0.082640589
Guinea,Kidney dysfunction,0.525762837
Guinea,Low bone mineral density,0.064110024
Guinea,Low physical activity,0.055114915
Guinea,Maternal and neonatal disorders,1.874992671
Guinea,Mental disorders,0
Guinea,Musculoskeletal disorders,0.010378973
Guinea,Neglected tropical diseases and malaria,2.067352078
Guinea,Neoplasms,1.734567236
Guinea,Neurological disorders,0.266872861
Guinea,Non-optimal temperature,0.139022005
Guinea,Nutritional deficiencies,0.247625917
Guinea,Occupational risks,0.206513446
Guinea,Other environmental risks,0.150066015
Guinea,Other infectious diseases,1.067819071
Guinea,Other non-communicable diseases,0.715017114
Guinea,Respiratory infections and tuberculosis,3.152518332
Guinea,Self-harm and interpersonal violence,0.362163811
Guinea,Skin and subcutaneous diseases,0.023444988
Guinea,Substance use disorders,0.019775061
Guinea,Tobacco,1.043797053
Guinea,Transport injuries,0.44043276
Guinea,Unintentional injuries,0.557569679
Guinea,Unsafe sex,1.043176047
Guinea,"Unsafe water, sanitation, and handwashing",1.509105134
Guyana,Alcohol use,1.021529675
Guyana,Ambient ozone pollution,0
Guyana,PM2.5 relative to WHO guideline,0.2
Guyana,Cardiovascular diseases,6.150463441
Guyana,Child and maternal malnutrition,1.069871377
Guyana,Childhood sexual abuse and bullying,0.004036328
Guyana,Chronic respiratory diseases,0.218617574
